CountryCode,Latitude,Longitude,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,
CN,39.91667,116.3833,5937.39291615,5930.56241299,5947.09872095,6252.19625886,5933.29433403,5399.3862811,5495.56745416,5539.45483507,6590.08478758,7176.5868428,6918.6874993,6911.22382509,2179.93817056,7209.1074262,7773.85687297,7075.2970895,2060.65927315,6798.05391832,6474.22569657,6576.25767465,4571.16309955,4832.979135,4815.73499077,4958.16319388,4768.07251187,4977.25956771,4749.46748806,5104.36955092,5057.17489513,5145.02012738,5019.03861379,3598.73437366,10934.0824811,1301.21244128,1225.5629879,0.00207279972387,7303.18484444,6471.05321836,4980.26565299,9536.70938879,
CO,4.6,-74.0833,3775.59246659,3773.2439708,3764.35789704,3482.82936883,3779.54431066,4114.85515138,4057.73464932,3997.51713433,2706.14905084,2120.54306021,2382.46176169,2389.36728917,8983.6998585,2225.59569045,1518.24761432,2214.52351763,9335.00711721,2572.4061166,2868.43773714,2720.95164131,5859.83259383,5654.27529222,5781.32575901,5640.08315236,5577.44369215,5447.76064477,5589.6206542,5363.69883417,5282.40715328,5058.00113532,5665.80752864,6778.98342397,2683.97475102,8897.56539693,10497.6153264,9289.81311751,4809.94260109,7230.11023568,9193.88225019,585.753212376,
CR,9.933333,-84.0833,3027.94631337,3027.20039749,3016.83442208,2727.73720371,3031.97483389,3422.90750884,3351.86363985,3296.25743738,2215.15568588,1646.03315818,2047.90541668,2052.15164821,8954.90780588,1551.44933019,1123.59732009,1801.84278213,9291.37397511,1953.49520091,2279.95836435,2349.9321464,5984.72140108,5814.36624041,5965.89345509,5836.74156153,5696.4481683,5604.16743271,5705.44315856,5541.26650585,5423.00815455,5167.24292722,5887.04780892,6809.32203396,3428.01518892,8187.58845298,9890.63315316,8751.54003555,5433.34081474,7959.62120134,8748.96875711,1357.19736394,
CU,23.11667,-82.35,2545.04776383,2537.70991601,2533.82010563,2291.49965527,2548.61158167,2769.75299742,2730.86574344,2665.46582838,1329.56616352,745.358375362,1133.14435596,1136.94270877,8059.43879862,926.129468619,227.760100752,885.179240059,8389.41593678,1195.94941236,1477.24745226,1432.05957549,5195.04715483,5051.01670627,5216.27843223,5098.81867717,4908.6386441,4842.86276012,4915.472854,4796.33559623,4654.92827738,4384.0630144,5166.46937885,5957.02760102,4017.92918817,7532.381324,9109.32705547,7917.31784916,5213.71379963,7902.05308346,9152.11153942,1824.36032937,
CV,14.91667,-23.5167,6052.22454867,6035.87051057,6042.97886264,5909.04729928,6054.36990448,5860.55553494,5917.94940958,5846.79649679,4212.01874131,3987.95684984,3644.50661532,3653.15638993,6112.17264523,4636.52913637,3721.31136583,3838.7224321,6415.13531031,4608.15647137,4632.14414239,3818.9512686,3287.78698022,3025.8130311,3039.55898391,2896.81973863,3110.68487593,2894.36084495,3129.84775301,2764.4904915,2840.14605675,2816.62195362,2838.43632657,4257.49073448,3082.57874398,8771.96186091,8589.03113519,7854.97830627,1359.09744046,4048.34126799,11623.1651663,3029.6519437,
CW,12.1,-68.9167,3705.31090159,3698.77868668,3694.037879,3441.64507588,3708.95535748,3923.86593141,3891.50802798,3824.90735195,2345.34748125,1785.89345244,1926.20556578,1934.40536561,8357.26766504,2088.78703814,1197.37596976,1823.38427007,8708.64290808,2343.15492585,2589.92282975,2270.92902434,5234.19228707,5030.91414558,5160.77148841,5020.77713309,4951.27402037,4823.77289787,4963.33125778,4741.56825741,4657.07155769,4431.21535391,5050.20105544,6152.41550232,2887.04930873,8643.6926356,10052.2718369,8826.71358822,4394.40505695,6957.6396753,9748.06571813,725.862291194,
CX,-10.4167,105.7167,8940.56476332,8944.90916652,8951.87081896,9220.66352085,8936.74050478,8652.20293398,8699.65189522,8762.70185933,10118.7897649,10701.848305,10455.9979512,10449.0258087,3793.60709385,10531.3018323,11307.0485549,10617.8473403,3443.83281794,10216.6063244,9934.62717705,10116.7842974,6886.00655508,7080.13914025,6943.52786292,7080.78989034,7171.58255029,7288.8781373,7160.4155957,7365.59625539,7460.53970241,7696.54076301,7045.32390174,5992.5983576,9437.1325177,3879.27855664,2330.54555975,3544.27326947,7668.49873653,5134.62032819,3067.35789881,11623.5969185,
CY,35.16667,33.36667,7182.14587991,7160.49128581,7181.68459883,7314.73045621,7180.64777803,6523.18184407,6664.75041516,6634.5676116,5941.00794319,6204.57539339,5673.292648,5675.21772431,2364.61892688,6847.20860255,6392.54913768,5984.49862987,2650.12099553,6498.50197939,6253.62111371,5545.3020978,1547.65394667,1611.78188042,1429.78541725,1529.51119198,1801.69150078,1807.87522317,1801.42240075,1833.13933991,1999.66610178,2285.36847666,1451.07493948,1436.34909656,6614.90527017,5624.69743422,4848.46049068,4389.15799331,2921.35853782,3128.46393928,8646.13770546,6666.15778927,
CZ,50.08333,14.46667,5839.28713104,5817.33797867,5837.68593334,5945.89568491,5838.18864197,5213.53889114,5349.91038667,5312.00302274,4541.87590442,4828.07633013,4297.48635733,4298.73390278,3121.54815505,5454.84551692,5068.45142197,4608.59697549,3467.37619156,5098.50078708,4852.860079,4151.95806336,174.516641237,256.264515813,188.010037485,328.410876739,401.586252442,464.774844809,400.475278437,549.933173522,643.81133418,911.89543073,402.191087553,1034.74495189,6306.15083875,5635.06085869,5459.05703454,4630.13231984,2963.94731174,4255.99310954,9511.43451859,5690.41128999,
DE,52.51667,13.4,5673.90150739,5651.97959861,5672.45803389,5785.11326518,5672.7473828,5044.13624216,5181.05362893,5143.87112609,4405.41235695,4708.00900912,4178.75504309,4179.64636138,3147.87921757,5324.42314396,4968.26224292,4489.22499322,3496.77812654,4960.15450507,4708.10660577,4022.21385742,0.702161008404,262.558365561,313.444704169,415.864261992,288.967055165,430.566887509,280.62281184,544.996902014,578.624359649,818.167396035,523.048910985,999.920946191,6370.49917098,5540.6597621,5439.20071096,4570.58899004,3094.89270099,4430.14918183,9493.31114648,5664.08328322,
DJ,11.58333,43.15,8920.1015429,8898.5749307,8919.96963763,9055.38962704,8918.48779166,8250.46090647,8393.67040635,8366.916121,7605.73067297,7781.69022571,7261.14498487,7264.76720729,2682.07743234,8464.68345708,7837.8831566,7565.31357511,2760.82567018,8164.58500859,7949.76045191,7187.39333181,3275.35549428,3301.30592275,3112.61988704,3182.55853685,3510.840715,3478.19921166,3513.2532551,3473.51287683,3665.61708497,3952.70720372,3076.41021615,3066.19136532,6522.85098757,6113.13576555,4714.2353448,4821.47632681,3198.5062471,1743.39474697,7601.09568908,7483.497513,
DK,55.66667,12.58333,5476.06177284,5454.19842455,5474.89677735,5595.06088636,5474.81003689,4839.10006726,4977.0366008,4941.25509013,4254.9294947,4581.08454241,4054.93482048,4055.30703467,3163.39691947,5181.3749357,4868.84511017,4363.76712215,3514.46362025,4805.95600508,4544.53095195,3882.55602682,220.038757963,416.342688246,522.291706237,598.860358823,294.9867051,507.663703284,276.647947158,637.969939231,594.029447357,770.129347315,720.148255032,969.191068628,6477.17949199,5399.69939917,5388.16246961,4473.26213826,3281.19071703,4647.09052785,9431.11143404,5660.78004772,
DM,15.3,-61.4,3981.35932655,3971.82998188,3970.33756806,3745.79143958,3984.68173023,4095.97765634,4085.87798138,4015.56000802,2410.03564383,1918.28999296,1899.14494353,1908.54489004,7889.47011894,2374.70836383,1413.26981975,1889.11094,8240.12398423,2539.05722652,2727.53974902,2229.81463925,4745.85984885,4532.20421873,4653.53815914,4510.73913512,4467.47809393,4327.80774469,4480.59719261,4239.16546956,4168.01775607,3956.3815183,4533.05405985,5690.17277719,2863.60225722,8653.72212812,9823.16426807,8619.02525976,3876.82088841,6491.88676528,10298.8465833,970.93129121,
DO,18.46667,-69.9,3394.13219328,3385.48086753,3383.01148585,3150.79684597,3397.55763339,3551.71715349,3530.61063733,3461.8489608,1924.11731778,1383.78780218,1484.32824256,1492.68902509,8014.80130388,1779.94998493,830.269816102,1398.46310071,8364.41928916,1976.55007308,2196.41051603,1828.83959064,4933.6692049,4745.86001515,4887.81846326,4753.44845116,4647.01471037,4536.31033678,4657.699884,4464.09518801,4361.55517684,4120.29167666,4795.363225,5817.27678763,3299.89342315,8224.01605233,9608.16287102,8382.6137558,4430.54323012,7078.67051695,9845.7875466,1168.00310179,
DZ,36.75,3.05,6230.38838794,6208.69905007,6226.01097769,6257.535399,6230.33109159,5705.83779158,5825.66455,5773.58023674,4626.22411793,4751.13447961,4235.89415862,4240.03771244,3926.86485739,5440.8855503,4824.50675821,4536.40392389,4248.93573604,5175.79977752,5007.18860594,4193.50222624,1199.20780017,965.121788574,897.125376627,785.416160524,1150.241623,947.630045721,1167.96671098,837.232748554,1031.47256579,1231.1041255,681.165016892,2073.70726959,5274.49242823,6711.04893248,6378.32486519,5660.26488431,1900.0475304,3673.45520067,10328.7993014,4982.2906113,
EC,-0.21667,-78.5,3801.72598759,3802.43931264,3790.78033123,3495.2466265,3805.80716778,4220.48999791,4146.6813165,4092.27543544,2961.63843312,2378.13287507,2707.44713345,2713.3810446,9425.52687901,2350.37251467,1799.48607874,2503.58766877,9776.31244626,2744.64225131,3064.45750631,3034.85772949,6309.45591079,6105.13014479,6232.62337061,6091.40152299,6026.46150746,5898.39255512,6038.45948097,5814.82374083,5732.2859062,5505.73425647,6116.83114115,7222.26138186,2676.32497225,8971.16383522,10690.1136894,9537.97557031,5166.82397491,7473.77367666,8760.5967012,876.98488482,
EE,59.43333,24.71667,5482.75826636,5461.4397895,5483.09863756,5639.34460849,5480.99421427,4810.30206283,4953.23681207,4926.5025012,4459.0577303,4844.90691663,4331.97785669,4331.10925358,2732.8295173,5396.66703827,5191.63838098,4633.46057943,3083.68336541,4992.52331437,4704.09507596,4121.76389095,646.662738928,902.529568615,943.80545481,1061.21163224,813.371117108,1024.54891001,794.816053544,1153.61820986,1107.04457485,1243.52535041,1159.53262062,540.009040325,6995.12139331,4895.87117841,4883.38260348,3954.71439805,3726.38806785,4806.37217576,8917.07408401,6124.59606848,
EG,30.05,31.25,7468.25459213,7446.38963498,7467.07639444,7581.5112919,7467.00357794,6825.60596819,6965.08888218,6931.13934266,6131.30901241,6349.73689067,5821.19483585,5823.94877894,2597.10581923,7014.17142066,6485.44438242,6130.38668325,2854.76805674,6690.80047252,6465.81629467,5721.17023006,1797.28648678,1814.3824049,1625.76875534,1699.46128347,2024.90964056,1993.29488099,2027.79432155,1994.93877073,2182.03500475,2469.70558615,1598.80076826,1802.93152013,6351.11753256,5941.93443295,5059.83692192,4685.36780029,2657.01459877,2768.43544376,8711.50651621,6581.90292067,
EH,27.15361,-13.2033,6026.80318173,6007.09157053,6019.64396904,5964.29718694,6027.92231848,5660.41794432,5751.23189084,5686.67552893,4228.40220136,4181.374397,3726.57446852,3733.23275625,5078.92470983,4879.45219904,4093.02446223,3989.17348279,5395.27886437,4723.883015,4647.83388792,3793.57646537,2223.58995884,1962.38158399,1967.04372289,1825.96658897,2065.77214358,1845.68813617,2085.15188885,1714.50181267,1815.61742638,1844.47453244,1764.28161238,3184.07628042,4152.97316218,7749.10893286,7536.44175981,6782.60701933,1328.26466643,3867.81485779,11384.6516398,3895.85190855,
ER,15.33333,38.93333,8590.53808944,8568.76539704,8589.70678012,8709.106898,8589.16374005,7936.1845235,8077.55757002,8046.6601174,7227.71076371,7397.9161873,6877.80575342,6881.47772725,2710.9344039,8081.70831975,7457.55796947,7181.66884152,2840.01901596,7786.00220671,7576.97117519,6807.31099782,2924.50705072,2937.44415156,2748.37432781,2812.73048785,3151.2740791,3109.63638372,3154.56968262,3100.50059045,3295.50939985,3581.79151767,2703.63440202,2793.39696098,6366.1555777,6186.19754166,4897.16240539,4885.3522047,2912.95551211,1854.09489693,7960.22901372,7174.3676174,
ES,40.4,-3.68333,5798.82558482,5777.23685348,5794.19446501,5819.61254676,5798.87018151,5289.38985575,5406.08470991,5352.2461943,4183.8998342,4315.55304682,3797.82742152,3801.80965964,4154.45147887,5002.83933037,4407.63899467,4099.86019259,4489.86932373,4733.84746746,4565.10293066,3751.43722428,1160.82908025,899.024250397,921.873116357,774.874844317,1007.18064012,785.907451316,1026.58082022,654.81144117,785.964208398,902.689426452,737.816136404,2137.64827661,5209.8144284,6687.92463704,6549.67497479,5729.23266216,2100.52666283,4092.75319176,10584.8931636,4691.53025262,
ET,9.033333,38.7,8996.71059274,8974.80012506,8995.31412968,9098.5444213,8995.5323789,8354.13422431,8494.2010028,8460.81680191,7557.10925777,7680.73106916,7171.81900064,7176.22722118,3019.23357419,8375.72279953,7683.27627759,7468.87366708,3107.31129855,8110.85007332,7923.20870737,7128.30443522,3323.27184063,3318.13709437,3129.29105134,3182.3450957,3537.94925235,3480.57346913,3542.52489689,3460.86583702,3662.21751075,3945.42109761,3066.71913277,3228.35002626,6175.14848956,6461.02256829,5058.87903562,5167.61377577,2908.46555746,1444.78529889,7810.80586981,7198.18111093,
FI,60.16667,24.93333,5440.63130887,5419.35489863,5441.05660785,5599.35914825,5438.83930491,4766.6066103,4909.72721871,4883.48875559,4432.09004032,4823.37082856,4312.28124165,4311.28185133,2735.97133831,5369.95378776,5176.35640224,4612.71514391,3086.37049733,4963.54811533,4673.06728274,4098.41924185,687.233878376,940.49483149,987.770134549,1102.52319411,841.810164403,1055.77287416,822.981923726,1185.64157138,1131.21044425,1257.2421315,1203.17158614,554.727048616,7025.21488592,4858.37003355,4866.23452966,3927.25304902,3771.88833011,4856.10168446,8894.37032932,6130.60257104,
FJ,-18.1333,178.4167,5444.60235993,5464.46185707,5451.63190771,5505.44894969,5443.54350391,5830.9448741,5734.76026484,5797.78617193,7242.16079996,7308.3849323,7750.4706124,7743.56984264,7635.85455227,6614.95463865,7441.68127395,7494.93593449,7365.43655785,6752.14913776,6822.12995456,7676.36584795,9926.91026445,10155.0787234,10235.8862114,10337.0137467,9973.50937782,10183.1362299,9955.35104679,10302.627408,10129.5110401,9990.77615851,10449.4620754,9134.24173957,8250.77357778,4499.86954187,5160.04735323,5653.91367145,11852.0100993,9535.36794901,1882.51451769,7938.6148442,
FK,-51.7,-57.85,7269.74667298,7278.57988945,7260.65323413,6958.07880335,7273.77419832,7845.83311097,7741.22662499,7702.18266749,6706.12993294,6119.65213717,6373.05208776,6380.654681,9983.85184759,6071.11347641,5522.42957494,6220.51933866,9976.32423153,6488.90632466,6815.87930121,6716.25830651,8297.63736223,8039.39724317,8017.59387555,7887.7748403,8147.61177911,7928.31638446,8166.94015014,7797.25709682,7883.11164359,7846.38723157,7803.61710335,9188.98098508,2034.17247798,11033.1158082,10359.690592,11577.2622044,5324.94715229,5585.57956431,6874.54990641,3740.95325548,
FM,6.916667,158.15,5367.73137808,5379.29354036,5378.43495488,5585.81865353,5364.68034702,5377.93625361,5353.92566041,5426.61298687,7106.47442673,7481.54084016,7683.01604302,7673.41301429,5500.24505335,6953.80431819,7919.47819247,7571.93033462,5271.03953056,6839.86631786,6719.17175505,7432.46805065,7838.31797696,8092.32482604,8125.54972381,8251.70107169,7962.13146149,8183.4690269,7942.74470101,8314.39006173,8199.25566616,8174.21569585,8340.39657892,6952.20642124,10430.8191545,2306.14179952,3111.31817273,3442.33080156,10741.2103284,8890.17850764,2272.35931254,9330.69814674,
FO,62,-6.76667,4689.60126766,4667.62557605,4687.81967565,4794.74462257,4688.56956592,4074.246721,4208.3129788,4168.05759217,3447.62773809,3796.80146909,3277.05139472,3276.6851518,3783.68266108,4378.53148342,4125.35071139,3582.23720477,4132.48294675,3995.86212759,3731.08850262,3085.52558768,990.720536647,1009.05430781,1192.76238228,1175.08094079,779.1619399,895.279226368,772.009003541,973.731902605,766.409619843,598.09788861,1307.16326664,1607.65798717,6307.3018491,5432.47894972,5776.61529274,4719.42892387,3595.55947009,5352.26416644,9661.3029075,5132.71847718,
FR,48.86667,2.333333,5574.40969193,5552.4070124,5571.44841694,5644.70407766,5573.80825903,4995.48383091,5124.06386318,5078.39666129,4135.41300993,4371.65266051,3840.61608823,3842.73804271,3671.26860471,5023.33202122,4570.2721996,4151.58789254,4017.58468188,4694.90683445,4475.6718956,3726.3745328,544.664608946,297.679159022,425.485065989,304.804556175,352.177582129,131.127736613,371.581862976,1.05114531545,212.426405917,484.013815902,398.145680854,1545.20939155,5841.9386818,6034.8660653,5984.41177244,5104.47538495,2710.27330919,4401.72620042,10038.6202078,5140.18715251,
GA,0.383333,9.45,8395.89656906,8376.90062038,8388.14361164,8304.57303385,8397.28674361,8040.81147161,8134.09324331,8069.87874317,6567.50691368,6424.1966037,6029.63964225,6037.39308378,4917.51235266,7091.31003926,6185.65945159,6257.70576073,5084.85407376,7021.3157826,6991.77102433,6142.65625696,3609.25008745,3436.54147461,3301.63866364,3246.68938203,3654.1489981,3474.38249721,3669.51465152,3375.77874114,3576.23740325,3768.94526017,3115.00216306,4137.93614307,4105.12186541,8386.59348372,7147.96187886,7092.81868809,1138.3898117,1584.54596069,9302.69188871,5212.78524554,
GB,51.5,-0.08333,5368.13882308,5346.12707615,5365.30337139,5442.57265288,5367.49079414,4785.68319962,4914.70062569,4869.45303605,3953.49383122,4208.41612404,3677.07686498,3678.80292624,3723.38830834,4850.61418141,4430.45250725,3988.41575756,4072.74959485,4512.75173579,4286.26660937,3550.16772251,576.171646027,394.246606211,568.255797232,481.194590894,304.482258252,189.844252564,320.450448749,211.998743963,1.96372960764,289.733871683,594.016548523,1552.27258076,5902.27632501,5939.14115787,5980.63325408,5056.15762873,2875.91684273,4612.69271591,10022.7105493,5090.0432792,
GD,12.05,-61.75,4093.40759687,4085.04634089,4082.25723106,3845.64349858,4096.86704923,4245.35492909,4227.99887963,4158.72553873,2583.52750389,2069.48235427,2090.66371684,2099.87949073,8083.36934144,2476.69682875,1531.09732882,2058.60020525,8433.04656506,2674.85194205,2882.64864031,2426.29854601,4935.7971133,4717.08418074,4833.062705,4688.65847422,4660.01242256,4514.56496145,4673.58890683,4422.44074168,4358.60781407,4153.65023014,4705.76123441,5889.5094124,2663.45989153,8853.93365662,10048.9265361,8844.24606667,3912.10680468,6478.53247179,10180.5020168,752.917442503,
GE,41.68333,44.83333,6911.37558604,6890.82686381,6913.00192002,7095.1276814,6909.19477823,6217.45292463,6362.60140071,6344.67468969,5950.86851269,6309.98590171,5786.8736821,5786.92857421,1689.47833225,6886.75760454,6602.90433816,6094.17227402,2008.69955182,6488.85848994,6202.40914143,5599.51187511,1639.95516029,1812.65677217,1673.31249059,1812.52627425,1928.05909214,2022.52788711,1919.83261096,2095.22621284,2200.76885075,2456.82253055,1788.5731202,1024.74060062,7355.19010558,4859.26914468,4164.20656448,3631.19499797,3672.85030439,3693.17150871,8102.34107812,7187.00686047,
GF,4,-53,4906.58306056,4898.6454393,4895.39483491,4653.46890526,4910.08980036,5058.25589842,5043.40634391,4973.83684864,3377.03653337,2880.42756656,2857.4132581,2866.9550496,8111.92441583,3288.15299258,2347.71573958,2856.46073559,8443.51205978,3491.05248951,3692.05807678,3180.89033215,5018.22354641,4773.45417583,4853.9982746,4704.36727175,4767.1248045,4588.41167923,4783.40157045,4477.61775942,4461.53594855,4307.98764107,4691.55317311,6013.96867402,1951.2440393,9574.55592849,10424.9777736,9328.40955084,3382.57033651,5791.56127804,10330.0736852,907.513498315,
GG,49.45,-2.53333,5394.33202254,5372.37339156,5391.00173072,5454.71961136,5393.87015743,4830.81722823,4956.60485786,4908.7724186,3923.55967588,4151.25118829,3620.45471014,3622.69243714,3868.64809905,4806.08925154,4346.75356327,3931.22793058,4216.65534607,4482.92293501,4269.53272007,3511.34794165,722.302747701,502.034578836,647.251304783,527.770427438,470.654948692,296.298292616,488.171453372,224.44384692,177.159828204,313.479429719,611.736665821,1713.83870734,5724.71013803,6115.94306048,6148.39916062,5232.53901188,2727.03818827,4555.44772477,10195.0715631,4942.45547551,
GH,5.55,-0.21667,7671.0005265,7652.72147882,7662.76265028,7564.1297946,7672.62551862,7363.78608825,7446.77260239,7379.87487302,5832.72440956,5671.34779407,5286.60232227,5294.56567198,5226.0457739,6335.59413975,5430.10464287,5508.04657804,5445.34838788,6273.96107134,6257.34037023,5413.7582883,3336.09167737,3122.37325652,3023.22220753,2935.71232683,3315.68765286,3111.67360524,3333.28474609,2995.99602009,3175.33984797,3320.11769369,2815.30965717,4042.59576535,3718.30411633,8580.91214157,7607.27856475,7340.84881903,401.969802372,2340.81204187,10050.6562641,4539.96249545,
GI,36.13333,-5.35,5943.37521769,5922.13784977,5938.04262043,5941.96611889,5943.70478456,5467.85959806,5578.65196231,5521.70482405,4265.35299816,4347.0108588,3842.17827157,3846.97762497,4365.77024258,5043.47708003,4386.62675011,4136.02175439,4693.78416602,4804.82723869,4660.7655335,3827.76191021,1453.40099597,1193.33168624,1194.47922693,1053.13420618,1313.49302305,1092.16702517,1332.86814489,961.452859994,1092.95897129,1190.21754943,994.0859334,2412.21835915,4925.73008859,6989.84175687,6793.45580731,6010.21263328,1807.6218763,3930.27910577,10787.6514662,4519.05226004,
GL,64.18333,-51.75,3348.59497905,3326.59013696,3345.67190431,3428.1110089,3347.98484116,2785.74528042,2908.88147862,2859.84148677,2095.43585779,2513.73751527,2030.03718192,2027.26320188,4901.17087218,3033.38066478,2942.6745445,2313.07610564,5230.69551488,2630.04605784,2351.95474651,1778.06001528,2372.2108155,2352.57910854,2541.58160077,2491.40765253,2136.04757187,2193.52951243,2132.8418244,2226.87370362,2018.09598761,1744.67667718,2612.22634649,2880.23675196,6068.08994104,5508.45795734,6414.9058895,5215.01729286,4394.14034345,6594.15838357,9557.93998562,4356.15800805,
GM,13.45,-16.5667,6477.73557704,6460.60442534,6468.85536055,6348.84946077,6479.68641206,6243.62344972,6310.21616804,6240.25615404,4633.92646461,4439.15905505,4074.62644302,4082.97523383,5802.18861697,5097.39287653,4191.25004442,4282.3713893,6088.01126503,5051.04113505,5056.99138475,4228.58847438,3163.29118973,2905.51195523,2887.24129489,2754.36249962,3025.85506048,2804.68491625,3045.26094819,2673.49141202,2784.57585177,2813.99988129,2675.61695887,4087.85620954,3265.36883357,8703.8715518,8287.47751273,7672.05716399,882.7358117,3580.5613717,11253.1737326,3467.87253698,
GN,9.5,-13.7,6802.03510392,6785.19934366,6793.0077974,6666.23633706,6804.06267605,6577.36007276,6642.8668413,6572.71174716,4958.86377334,4748.32869509,4396.09833872,4404.58067524,5808.24781763,5397.13547484,4477.17953183,4596.86449134,6075.72430623,5366.23039141,5381.02990436,4557.02572135,3336.61566895,3084.90830353,3046.6886023,2922.23686029,3224.52110267,3003.57862405,3243.81916299,2873.57859704,3002.43554348,3057.81438516,2831.55384345,4221.23271278,3187.93987489,8865.4950956,8280.90610382,7766.55109198,661.402714729,3292.82555922,10922.222575,3628.53934831,
GP,16.25,-61.5833,3934.01781391,3924.20945292,3923.0329963,3701.59356369,3937.30518369,4039.94557907,4031.45130057,3960.92511637,2349.54815449,1863.08782466,1835.42557722,1844.85431053,7843.7517852,2331.15195668,1367.43129967,1829.78902798,8194.69454595,2486.90998143,2670.81219446,2165.16099946,4702.6901088,4491.21550211,4614.67920301,4472.5790398,4423.29234598,4286.11712189,4436.21010821,4198.94962829,4124.76923367,3910.28816463,4496.94207409,5642.68226359,2929.33188641,8588.06017495,9759.3206556,8553.84503327,3887.16860999,6514.45448982,10312.7629775,1029.40502224,
GQ,3.75,8.783333,8195.93459579,8176.53886079,8188.493706,8116.59561541,8197.17916733,7821.95576892,7918.15614586,7854.91492138,6377.28391333,6256.34637341,5847.73032139,5855.24951656,4808.26670192,6932.24895894,6043.18985636,6084.01967401,4992.98241368,6843.19148797,6800.65106609,5948.77387866,3379.73785629,3203.63476634,3071.03385064,3013.65495304,3420.09864196,3238.93063312,3435.61087273,3139.60233221,3339.60706633,3531.8239635,2882.44691237,3931.71393709,4177.14093915,8257.12100429,7097.63784397,6972.93256632,977.024709014,1742.02315214,9473.10332031,5160.62342296,
GR,37.98333,23.73333,6791.78785825,6769.83045943,6790.13025761,6894.2954939,6790.70761067,6164.31520708,6301.36846664,6264.10667859,5437.18775589,5669.88187366,5139.66729232,5142.07609266,2829.42503861,6326.54807055,5835.37844372,5450.00951784,3137.91906576,5996.59778562,5769.48048239,5029.96725368,1120.67942683,1118.86424029,929.966106415,1004.4294273,1333.02305024,1297.09688672,1336.90476494,1302.61666927,1486.31310183,1774.10504657,908.984038651,1385.85113334,6230.75404722,5905.97731777,5309.03218948,4730.95484868,2587.345682,3339.97302968,9192.98492701,6118.84784917,
GS,-54.2833,-36.5,8098.57822296,8105.40862149,8088.87730713,7783.77839767,8102.67617235,8624.50222578,8533.60610411,8487.21673006,7296.29562677,6717.21166462,6882.76991626,6891.38929108,9101.17772449,6778.50579152,6111.69988625,6782.48606636,9076.7509207,7166.37032365,7473.25777792,7225.91801251,7914.15827079,7672.79366867,7609.73383384,7499.46718745,7825.41210025,7605.11814958,7844.61121733,7475.75036635,7604.0136,7635.24369751,7394.5025021,8673.6357911,2187.26986616,11138.6730395,9752.43390327,10837.6209936,4828.6691642,4717.00759905,6945.15326079,4238.91305802,
GT,14.61667,-90.5167,2492.19924947,2492.15893671,2481.15851893,2189.37204611,2496.25446217,2916.26819764,2837.25104763,2784.69080542,1888.34222707,1376.74075719,1862.61194503,1864.34278461,8773.5409801,1091.03484358,1019.34387599,1572.66555977,9088.17473355,1527.77267023,1868.13320952,2113.90338901,5985.51623418,5843.976315,6009.52979783,5891.91706007,5699.67744311,5635.96659323,5706.22204358,5589.53144239,5447.83800276,5176.10657809,5958.73515152,6725.279676,3967.17524029,7658.92803418,9388.33233231,8290.85900597,5815.02344615,8419.08442816,8468.48489277,1885.83795917,
GU,13.46667,144.7333,5827.89339944,5834.82372981,5839.14983746,6091.84991247,5824.28252891,5668.5710531,5680.61657678,5750.44535031,7369.00713542,7846.42203186,7912.0789295,7902.35054782,4495.31049459,7446.23661316,8376.78747376,7882.03929808,4257.18708938,7232.41521273,7037.40370452,7607.4721033,7040.50765681,7301.74167853,7303.17923294,7440.9927975,7207.9836269,7425.43073834,7188.76188463,7555.85540068,7477.49719142,7511.58841231,7511.54580594,6094.04593606,11418.0202204,1566.81203129,2094.99662355,2508.52069442,9748.74325983,8027.07005388,2681.38225396,10075.2524411,
GW,11.85,-15.5833,6599.56670597,6582.58342345,6590.61208084,6467.30277124,6601.55625611,6370.79780233,6436.63463385,6366.54779829,4755.97959351,4553.52352451,4194.87502704,4203.29164042,5814.62636379,5207.54688521,4295.0097295,4399.22932688,6093.64095016,5168.32223994,5178.60911582,4352.48389399,3236.48471949,2980.67439325,2954.85928341,2824.97487271,3108.37702658,2887.03928702,3127.76350902,2756.12856138,2873.98864097,2913.03634554,2741.58781355,4147.02092977,3222.52247315,8776.94436884,8297.34844431,7719.56340196,796.066501153,3474.75740025,11128.0240161,3518.22394104,
GY,6.8,-58.15,4508.65005628,4501.09733921,4497.43347715,4252.60006792,4512.19639594,4679.62871717,4659.6521185,4590.84432003,3021.19420347,2505.68459384,2523.07180001,2532.38521622,8210.39770657,2889.72247756,1957.62306968,2496.44013008,8553.11473423,3105.58399148,3319.09337926,2855.89134334,5072.82585177,4839.37152481,4937.64451534,4789.62632298,4808.03973745,4644.61271356,4823.07787532,4542.24532971,4502.59304967,4322.46013124,4791.144726,6053.19289534,2236.40422755,9280.92615316,10361.6159442,9190.19142221,3704.12931796,6174.81930868,10192.2421139,634.24041856,
